time_ms,value,temperature_C
40956,256,25.00
41098,255,25.00
41239,256,25.00
41381,255,25.00
41523,255,25.00
41665,256,25.00
41806,256,25.00
41948,256,25.00
42090,256,25.00
42232,255,25.00
42374,256,25.00
42514,256,25.00
42655,256,25.00
42797,256,25.00
42939,255,25.00
43081,256,25.00
43223,256,25.00
43365,256,25.00
43507,255,25.00
43649,255,25.00
43791,256,25.00
43933,256,25.00
44075,255,25.00
44217,256,25.00
44359,256,25.00
44501,256,25.00
44644,256,25.00
44786,256,25.00
44928,256,25.00
45070,255,25.00
45212,256,25.00
45354,256,25.00
45496,255,25.00
45638,256,25.00
45780,256,25.00
45922,256,25.00
46064,256,25.00
46206,256,25.00
46347,255,25.00
46489,256,25.00
46631,256,25.00
46776,256,25.00
46918,257,25.00
47060,255,25.00
47202,256,25.00
47344,256,25.00
47486,256,25.00
47628,256,25.00
47770,256,25.00
47911,255,25.00
48053,256,25.00
48195,256,25.00
48337,256,25.00
48479,256,25.00
48623,256,25.00
48765,256,25.00
48907,256,25.00
49049,256,25.00
49190,256,25.00
49332,256,25.00
49474,256,25.00
49616,256,25.00
49758,256,25.00
49900,255,25.00
50042,256,25.00
