time_ms,value,temperature_C
48929,261,23.00
49073,261,23.00
49217,261,23.00
49362,259,23.00
49508,260,23.00
49652,261,23.00
49797,261,23.00
49941,260,23.00
50085,260,23.00
50230,260,23.00
50374,261,23.00
50518,261,23.00
50661,261,23.00
50805,260,23.00
50949,260,23.00
51094,260,23.00
51238,261,23.00
51382,260,23.00
51527,261,23.00
51671,260,23.00
51815,261,23.00
51960,260,23.00
52104,261,23.00
52248,261,23.00
52393,261,23.00
52537,261,23.00
52682,260,23.00
52826,260,23.00
52970,261,23.00
53115,261,23.00
53259,261,23.00
53403,260,23.00
53549,261,23.00
53694,261,23.00
53838,261,23.00
53982,261,23.00
54127,260,23.00
54271,261,23.00
54415,261,23.00
54560,260,23.00
54704,260,23.00
54849,261,23.00
54996,260,23.00
55140,262,23.00
55284,261,23.00
55429,261,23.00
55573,260,23.00
55717,261,23.00
55862,260,23.00
56006,259,23.00
56152,260,23.00
56296,260,23.00
56441,260,23.00
56586,261,23.00
56731,260,23.00
56876,260,23.00
57021,260,23.00
57166,259,23.00
57311,262,23.00
57456,261,23.00
57603,261,23.00
57748,261,23.00
57892,260,23.00
58037,260,23.00
58182,261,23.00
58327,261,23.00
58472,260,23.00
58617,260,23.00
58762,261,23.00
58907,260,23.00
59052,260,23.00
59197,261,23.00
59345,261,23.00
59489,261,23.00
59634,260,23.00
59779,261,23.00
59924,261,23.00
60069,261,23.00
60215,259,23.00
60360,261,23.00
60504,260,23.00
60650,260,23.00
60794,260,23.00
60939,261,23.00
61084,261,23.00
61230,260,23.00
61375,260,23.00
61522,260,23.00
61666,261,23.00
61811,260,23.00
61956,260,23.00
62101,260,23.00
62246,261,23.00
62391,259,23.00
62536,260,23.00
62681,261,23.00
62826,261,23.00
62971,259,23.00
63116,261,23.00
63261,261,23.00
63406,260,23.00
63551,260,23.00
63699,261,23.00
63844,261,23.00
63989,261,23.00
64134,260,23.00
64279,261,23.00
64423,261,23.00
64569,261,23.00
64714,260,23.00
64859,261,23.00
65004,261,23.00
65149,262,23.00
65294,260,23.00
65440,260,23.00
65587,260,23.00
65731,260,23.00
65876,260,23.00
66022,260,23.00
66167,260,23.00
66311,260,23.00
66457,261,23.00
66602,261,23.00
66747,262,23.00
66892,261,23.00
67036,261,23.00
67182,260,23.00
67327,261,23.00
67472,260,23.00
67617,260,23.00
67762,261,23.00
67907,261,23.00
68055,260,23.00
68199,261,23.00
68345,260,23.00
68490,261,23.00
68635,260,23.00
68780,260,23.00
68925,261,23.00
69070,261,23.00
69215,260,23.00
69360,261,23.00
69507,261,23.00
69652,260,23.00
69797,261,23.00
69942,261,23.00
70087,260,23.00
70232,261,23.00
70377,261,23.00
70522,261,23.00
70667,261,23.00
70812,261,23.00
70957,261,23.00
71102,260,23.00
71246,261,23.00
71391,261,23.00
71536,259,23.00
71681,260,23.00
71826,260,23.00
71972,261,23.00
72116,260,23.00
72262,260,23.00
72409,260,23.00
72554,261,23.00
72699,261,23.00
72844,260,23.00
72989,261,23.00
73134,261,23.00
73279,261,23.00
73424,260,23.00
73570,260,23.00
73715,262,23.00
73860,260,23.00
74005,261,23.00
74150,259,23.00
74295,261,23.00
74440,261,23.00
74585,261,23.00
74731,260,23.00
74875,260,23.00
75020,261,23.00
75165,262,23.00
75310,261,23.00
75455,260,23.00
75600,260,23.00
75745,261,23.00
75890,260,23.00
76035,261,23.00
76180,260,23.00
76324,260,23.00
76470,261,23.00
76615,260,23.00
76762,260,23.00
76907,261,23.00
77052,260,23.00
77197,261,23.00
77342,260,23.00
77487,260,23.00
77634,261,23.00
77779,261,23.00
77923,260,23.00
78068,261,23.00
78213,261,23.00
78358,260,23.00
78503,261,23.00
78648,261,23.00
78793,261,23.00
78938,260,23.00
79083,261,23.00
79228,261,23.00
79373,260,23.00
79518,261,23.00
79663,261,23.00
79808,261,23.00
79953,262,23.00
80098,260,23.00
80242,260,23.00
80387,261,23.00
80532,261,23.00
80677,261,23.00
80822,61,23.00
80967,262,23.00
81114,262,23.00
81259,260,23.00
81404,260,23.00
81551,259,23.00
81696,261,23.00
81841,260,23.00
81985,260,23.00
82131,260,23.00
82275,260,23.00
82421,260,23.00
82565,261,23.00
82710,261,23.00
82855,261,23.00
83000,260,23.00
83145,261,23.00
83290,261,23.00
83435,261,23.00
83580,260,23.00
83725,260,23.00
83869,260,23.00
84014,260,23.00
84159,260,23.00
84304,260,23.00
84449,260,23.00
84594,261,23.00
84739,260,23.00
84884,261,23.00
85029,261,23.00
85174,261,23.00
85319,261,23.00
85469,261,23.00
85613,261,23.00
85758,260,23.00
85903,260,23.00
86049,261,23.00
86193,261,23.00
86338,261,23.00
86483,261,23.00
86628,261,23.00
86774,262,23.00
86918,260,23.00
87063,260,23.00
87208,260,23.00
87353,261,23.00
87497,260,23.00
87642,260,23.00
87787,260,23.00
87931,261,23.00
88077,261,23.00
88221,260,23.00
88366,260,23.00
88511,260,23.00
88656,261,23.00
88801,260,23.00
88947,261,23.00
89092,262,23.00
89237,261,23.00
89382,260,23.00
89529,260,23.00
89675,260,23.00
89820,261,23.00
89968,260,23.00
90113,260,23.00
90257,261,23.00
90402,259,23.00
90547,261,23.00
90692,261,23.00
90837,259,23.00
90982,260,23.00
91127,261,23.00
91272,261,23.00
91417,260,23.00
91561,261,23.00
91706,261,23.00
91851,260,23.00
91996,260,23.00
92141,260,23.00
92286,260,23.00
92431,261,23.00
92576,261,23.00
92721,260,23.00
92866,261,23.00
93011,259,23.00
93156,261,23.00
93301,260,23.00
93446,261,23.00
93593,260,23.00
93737,261,23.00
93882,261,23.00
94027,260,23.00
94172,260,23.00
94320,260,23.00
94465,261,23.00
94609,260,23.00
94754,261,23.00
94899,261,23.00
95044,261,23.00
95189,260,23.00
95334,260,23.00
95479,260,23.00
95624,261,23.00
95770,260,23.00
95916,260,23.00
96061,261,23.00
96206,260,23.00
96351,259,23.00
96496,260,23.00
96641,261,23.00
96786,261,23.00
96931,261,23.00
97076,260,23.00
97261,260,23.00
97406,261,23.00
97553,260,23.00
97698,260,23.00
97843,260,23.00
97988,261,23.00
98132,261,23.00
98278,260,23.00
98423,260,23.00
98568,261,23.00
98715,260,23.00
98860,261,23.00
99006,261,23.00
99151,261,23.00
99296,261,23.00
99441,260,23.00
99586,259,23.00
99731,261,23.00
99876,260,23.00
100021,261,23.00
100166,261,23.00
100311,260,23.00
100456,261,23.00
100601,261,23.00
100746,261,23.00
100891,260,23.00
101036,261,23.00
101181,261,23.00
101326,260,23.00
101471,261,23.00
101618,260,23.00
101763,260,23.00
101908,261,23.00
102053,260,23.00
102198,260,23.00
102343,260,23.00
102488,260,23.00
102633,261,23.00
102778,260,23.00
102926,260,23.00
103071,260,23.00
103216,261,23.00
103361,260,23.00
103506,260,23.00
103651,260,23.00
103797,260,23.00
103942,261,23.00
104087,261,23.00
104232,260,23.00
104377,261,23.00
104522,261,23.00
104667,260,23.00
104812,261,23.00
104957,261,23.00
105102,260,23.00
105247,260,23.00
105392,262,23.00
105539,261,23.00
105685,261,23.00
105831,261,23.00
105976,261,23.00
106121,262,23.00
106266,261,23.00
106412,259,23.00
106557,260,23.00
106702,261,23.00
106847,260,23.00
106994,262,23.00
107139,260,23.00
107284,260,23.00
107429,261,23.00
107574,260,23.00
107719,261,23.00
107864,260,23.00
108008,261,23.00
108153,261,23.00
108298,260,23.00
108443,259,23.00
108588,260,23.00
108733,261,23.00
108878,259,23.00
109023,261,23.00
109168,259,23.00
109313,260,23.00
109458,261,23.00
109605,261,23.00
109750,260,23.00
109896,260,23.00
110041,262,23.00
110186,261,23.00
110330,260,23.00
110475,260,23.00
110619,260,23.00
110764,260,23.00
110909,261,23.00
111054,261,23.00
111201,261,23.00
111346,262,23.00
111491,260,23.00
111635,261,23.00
111781,260,23.00
111925,260,23.00
112070,260,23.00
112215,261,23.00
112360,260,23.00
112505,260,23.00
112649,261,23.00
112794,261,23.00
112938,261,23.00
113083,261,23.00
113228,261,23.00
113373,262,23.00
113518,261,23.00
113664,261,23.00
113809,261,23.00
113954,260,23.00
114099,261,23.00
114244,260,23.00
114389,262,23.00
114533,261,23.00
114678,260,23.00
114824,262,23.00
114969,261,23.00
115114,261,23.00
115262,261,23.00
115406,260,23.00
115551,261,23.00
115696,260,23.00
115841,259,23.00
115986,260,23.00
116131,261,23.00
116277,261,23.00
116421,260,23.00
116567,261,23.00
116711,261,23.00
116856,261,23.00
117002,261,23.00
117147,259,23.00
117292,261,23.00
117437,260,23.00
117583,260,23.00
117729,260,23.00
117874,261,23.00
118019,260,23.00
118164,261,23.00
118309,261,23.00
118453,259,23.00
118599,260,23.00
118744,261,23.00
118889,261,23.00
119034,260,23.00
119179,260,23.00
119324,260,23.00
119472,261,23.00
119617,260,23.00
119761,261,23.00
119906,261,23.00
120052,261,23.00
120197,260,23.00
120342,261,23.00
120487,262,23.00
120633,261,23.00
120778,260,23.00
120924,261,23.00
121069,261,23.50
121214,260,23.00
121359,261,23.00
121504,260,23.00
121651,259,23.00
121796,261,23.00
121941,260,23.00
122086,259,23.00
122231,260,23.00
122376,262,23.50
122521,261,23.00
122666,260,23.00
122811,261,23.00
122956,261,23.00
123101,261,23.00
123246,261,23.00
123391,260,23.00
123539,261,23.00
123683,260,23.00
123828,261,23.00
123973,260,23.50
124118,261,23.00
124263,261,23.50
124408,261,23.50
124553,261,23.00
124698,261,23.00
124843,261,23.00
124988,261,23.00
125134,260,23.50
125279,261,23.50
125424,261,23.50
125571,259,23.50
125716,260,23.50
125861,260,23.50
126005,260,23.50
126151,261,23.50
126295,261,23.50
126440,261,23.00
126585,259,23.50
126730,259,23.50
126875,260,23.00
127021,261,23.50
127166,261,23.00
127311,261,23.50
127456,261,23.00
127604,261,23.50
127749,260,23.50
127894,261,23.00
128039,260,23.00
128184,260,23.00
128329,261,23.50
128473,260,23.50
128619,260,23.50
128764,261,23.00
128908,260,23.50
129053,260,23.50
129199,260,23.50
129344,261,23.50
129489,261,23.00
129636,260,23.50
129782,260,23.50
129926,261,23.50
130071,261,23.50
130216,260,23.50
130361,260,23.50
130506,261,23.00
130651,260,23.50
130796,261,23.50
130941,261,23.50
131086,261,23.50
131231,260,23.50
131376,260,23.50
131521,260,23.50
131666,260,23.50
131813,260,23.50
131958,260,23.50
132103,261,23.50
132249,261,23.50
132394,261,23.50
132539,260,23.50
132684,260,23.50
132829,260,23.50
132974,260,23.50
133118,261,23.50
133264,261,23.50
133408,260,23.50
133555,260,23.50
133700,261,23.50
133845,260,23.50
133991,259,23.50
134136,260,23.50
134281,261,23.50
134427,261,23.50
134572,261,23.50
134717,260,23.50
134862,261,23.50
135007,261,23.50
135151,260,23.50
135297,261,23.50
135441,260,23.50
135587,260,23.50
135732,260,23.50
135880,260,23.50
136025,261,23.50
136170,260,23.50
136315,261,23.50
136460,260,23.50
136605,260,23.50
136751,261,23.50
136896,260,23.50
137041,261,23.50
137186,260,23.50
137331,262,23.50
137476,261,23.50
137623,261,23.50
137768,260,23.50
137913,262,23.50
138058,260,23.50
138204,261,23.50
138349,261,23.50
138494,260,23.50
138639,260,23.50
138784,260,23.50
138929,261,23.50
139075,260,23.50
139220,262,23.50
139365,260,23.50
139510,261,23.50
139655,261,23.50
139800,260,23.50
139945,261,23.50
140093,260,23.50
140237,261,23.50
140383,260,23.50
140527,260,23.50
140672,260,23.50
140818,261,23.50
140963,260,23.50
141107,260,23.50
141253,260,23.50
141398,260,23.50
141544,260,23.50
141690,260,23.50
141834,261,23.50
141979,260,23.50
142124,260,23.50
142269,261,23.50
142413,260,23.50
142558,260,23.50
142703,261,23.50
142848,260,23.50
142993,261,23.50
143138,261,23.50
143282,261,23.50
143427,262,23.50
143572,260,23.50
143718,261,23.50
143863,261,23.50
144008,261,23.50
144163,261,23.50
144308,260,23.50
144453,261,23.50
144597,260,23.50
144743,261,23.50
144888,261,23.50
145033,261,23.50
145178,261,23.50
145323,261,23.50
145470,261,23.50
145615,260,23.50
145760,261,23.50
145904,261,23.50
146049,260,23.50
146195,261,23.50
146340,260,23.50
146485,260,23.50
146630,259,23.50
146775,262,23.50
146920,260,23.50
147065,260,23.50
147210,261,23.50
147355,261,23.50
147499,261,23.50
147644,261,23.50
147789,261,23.50
147933,261,23.50
148078,260,23.50
148223,260,23.50
148371,261,23.50
148516,260,23.50
148660,261,23.50
148806,261,23.50
148951,261,23.50
149096,260,23.50
149241,260,23.50
149388,261,23.50
149533,261,23.50
149678,261,23.50
149823,260,23.50
149969,261,23.50
150114,261,23.50
150259,261,23.50
150404,261,23.50
150549,261,23.50
150693,260,23.50
150839,261,23.50
150983,261,23.50
151128,260,23.50
151274,261,23.50
151419,260,23.50
151564,260,23.50
151709,260,23.50
151854,260,23.50
152000,261,23.50
152144,260,23.50
152290,260,23.50
152438,261,23.50
152583,261,23.50
152728,260,23.50
152873,261,23.50
153018,261,23.50
153163,260,23.50
153308,260,23.50
153455,260,23.50
153599,259,23.50
153744,260,23.50
153889,260,23.50
154034,260,23.50
154179,260,23.50
154325,261,23.50
154470,260,23.50
154614,261,23.50
154759,260,23.50
154904,260,23.50
155050,261,23.50
155194,261,23.50
155340,261,23.50
155485,260,23.50
155630,260,23.50
155774,261,23.50
155919,260,23.50
156064,260,23.50
156210,260,23.50
156354,260,23.50
156500,261,23.50
156647,262,23.50
156793,262,23.50
156938,260,23.50
157083,260,23.50
157228,260,23.50
157375,260,23.50
157520,260,23.50
157665,260,23.50
157810,261,23.50
157955,260,23.50
158100,262,23.50
158245,261,23.50
158390,260,23.50
158535,260,23.50
158680,261,23.50
158825,260,23.50
158970,259,23.50
159115,260,23.50
159260,260,23.50
159405,261,23.50
159550,260,23.50
159695,261,23.50
159840,261,23.50
159985,260,23.50
160130,261,23.50
160275,261,23.50
160420,261,23.50
160565,260,23.50
160713,260,23.50
160858,261,23.50
161003,260,23.50
161148,260,23.50
161293,260,23.50
161440,261,23.50
161585,261,23.50
161730,261,23.50
161875,261,23.50
162020,260,23.50
162166,259,23.50
162311,261,23.50
162456,261,23.50
162601,260,23.50
162746,261,23.50
162891,261,23.50
163036,261,23.50
163181,261,23.50
163326,260,23.50
163471,260,23.50
163616,261,23.50
163761,261,23.50
163906,260,23.50
164051,260,23.50
164196,260,23.50
164341,261,23.50
164485,260,23.50
164630,260,23.50
164777,261,23.50
164922,261,23.50
165067,260,23.50
165212,260,23.50
165359,261,23.50
165504,260,23.50
165649,259,23.50
165794,259,23.50
165939,261,23.50
166085,260,23.50
166229,261,23.50
166374,260,23.50
166519,260,23.50
166664,260,23.50
166809,261,23.50
166954,261,23.50
167099,260,23.50
167244,261,23.50
167389,260,23.50
167533,261,23.50
167679,260,23.50
167824,262,23.50
167969,260,23.50
168114,261,23.50
168259,259,23.50
168404,261,23.50
168549,260,23.50
168694,260,23.50
168839,260,23.50
168987,260,23.50
169131,260,23.50
169276,261,23.50
169423,261,23.50
169568,260,23.50
169713,262,23.50
169857,260,23.50
170002,261,23.50
170147,261,23.50
170293,260,23.50
170438,261,23.50
170582,260,23.50
170727,260,23.50
170873,260,23.50
171018,261,23.50
171163,260,23.50
171308,259,23.50
171453,261,23.50
171597,261,23.50
171742,261,23.50
171887,262,23.50
172032,261,23.50
172177,261,23.50
172322,261,23.50
172466,260,23.50
172611,260,23.50
172756,259,23.50
172901,261,23.50
173049,261,23.50
173194,261,23.50
173340,261,23.50
173485,261,23.50
173630,260,23.50
173775,262,23.50
173920,260,23.50
174065,260,23.50
174209,261,23.50
174354,261,23.50
174499,261,23.50
174644,260,23.50
174789,261,23.50
174934,261,23.50
175079,261,23.50
175224,261,23.50
175369,261,23.50
175514,260,23.50
175659,261,23.50
175804,260,23.50
175948,259,23.50
176093,261,23.50
176238,261,23.50
176383,261,23.50
176528,261,23.50
176673,260,23.50
176818,260,23.50
176963,261,23.50
177108,261,23.50
177255,260,23.50
177402,261,23.50
177547,261,23.50
177692,260,23.50
177837,260,23.50
177982,261,23.50
178127,259,23.50
178272,261,23.50
178417,261,23.50
178562,260,23.50
178707,260,23.50
178851,261,23.50
178997,260,23.50
179141,260,23.50
179286,261,23.50
179432,261,23.50
179577,261,23.50
179722,260,23.50
179867,261,23.50
180012,261,23.50
180157,261,23.50
180302,260,23.50
180446,261,23.50
180591,261,23.50
180736,260,23.50
180881,261,23.50
181026,262,23.50
181171,261,23.50
181318,259,23.50
181465,261,23.50
181610,260,23.50
181755,261,23.50
181900,261,23.50
182045,261,23.50
182190,260,23.50
182335,261,23.50
182480,259,23.50
182625,261,23.50
182770,260,23.50
182916,261,23.50
183061,261,23.50
183206,260,23.50
183351,261,23.50
183496,260,23.50
183641,262,23.50
183786,261,23.50
183931,260,23.50
184076,260,23.50
184221,260,23.50
184366,261,23.50
184511,261,23.50
184656,260,23.50
184801,261,23.50
184946,261,23.50
185091,261,23.50
185238,262,23.50
185383,261,23.50
185532,262,23.50
185677,260,23.50
185822,260,23.50
185967,260,23.50
186113,260,23.50
186258,260,23.50
186403,260,23.50
186548,260,23.50
186694,261,23.50
186839,260,23.50
186984,260,23.50
187129,260,23.50
187274,261,23.50
187419,260,23.50
187564,260,23.50
187709,261,23.50
187854,26,23.50
187999,260,23.50
188144,260,23.50
188289,260,23.50
188435,259,23.50
188580,260,23.50
188725,261,23.50
188871,260,23.50
189016,261,23.50
189161,260,23.50
189306,260,23.50
189453,260,23.50
189601,261,23.50
189746,261,23.50
189891,260,23.50
190036,261,23.50
190181,261,23.50
190326,261,23.50
190471,261,23.50
190616,260,23.50
190762,260,23.50
190907,261,23.50
191052,260,23.50
191197,261,23.50
191343,261,23.50
191488,261,23.50
191633,261,23.50
191778,261,23.50
191924,260,23.50
192068,260,23.50
192213,260,23.50
192358,261,23.50
192502,261,23.50
192647,260,23.50
192792,261,23.50
192937,261,23.50
193082,261,23.50
193227,261,23.50
193372,260,23.50
193519,261,23.50
193663,260,23.50
193811,261,23.50
193956,261,23.50
194101,261,23.50
194246,262,23.50
194391,259,23.50
194536,261,23.50
194681,261,23.50
194826,261,23.50
194971,261,23.50
195116,261,23.50
195261,260,23.50
195407,261,23.50
195552,260,23.50
195697,260,23.50
195842,260,23.50
195987,261,23.50
196132,261,23.50
196278,259,23.50
196423,261,23.50
196568,261,23.50
196713,260,23.50
196898,260,23.50
197042,261,23.50
197186,260,23.50
197331,261,23.50
197477,262,23.50
197621,260,23.50
197766,261,23.50
197913,261,23.50
198057,261,23.50
198202,261,23.50
198346,261,23.50
198491,261,23.50
198635,260,23.50
198780,261,23.50
198924,260,23.50
199068,260,23.50
199213,261,23.50
199357,261,23.50
199501,260,23.50
199646,261,23.50
199790,260,23.50
199935,260,23.50
200079,261,23.50
200224,261,23.50
200368,260,23.50
200513,259,23.50
200657,260,23.50
200802,260,23.50
200946,261,23.50
201090,260,23.50
201235,260,23.50
201379,261,23.50
201525,260,23.50
201670,261,23.50
201814,260,23.50
201961,261,23.50
202106,261,23.50
202250,261,23.50
202395,261,23.50
202539,261,23.50
202684,261,23.50
202828,261,23.50
202973,261,23.50
203117,261,23.50
203261,261,23.50
203406,261,23.50
203550,260,23.50
203694,261,23.50
203839,261,23.50
203983,261,23.50
204128,260,23.50
204272,261,23.50
204417,261,23.50
204561,261,23.50
204705,260,23.50
204850,260,23.50
204994,260,23.50
205139,262,23.50
205283,260,23.50
205430,261,23.50
205574,260,23.50
205718,259,23.50
205863,261,23.50
206007,260,23.50
206154,261,23.50
206298,260,23.50
206443,260,23.50
206587,261,23.50
206731,260,23.50
206876,260,23.50
207020,261,23.50
207164,262,23.50
207309,261,23.50
207453,260,23.50
207597,260,23.50
207742,260,23.50
207886,260,23.50
208030,260,23.50
208174,260,23.50
208319,261,23.50
208463,261,23.50
208607,260,23.50
208752,261,23.50
208896,261,23.50
209040,261,23.50
209185,261,23.50
209329,260,23.50
209475,260,23.50
209619,261,23.50
209764,261,23.50
209908,261,23.50
210052,260,23.50
210199,260,23.50
210343,261,23.50
210488,261,23.50
210632,261,23.50
210776,260,23.50
210921,261,23.50
211065,260,23.50
211209,260,23.50
211353,261,23.50
211498,260,23.50
211642,261,23.50
211786,261,23.50
211931,260,23.50
212075,261,23.50
212219,261,23.50
212364,259,23.50
212508,260,23.50
212652,260,23.50
212797,262,23.50
212941,261,23.50
213085,261,23.50
213229,260,23.50
213374,261,23.50
213520,261,23.50
213664,261,23.50
213809,260,23.50
213953,261,23.50
214097,261,23.50
214242,261,23.50
214389,261,23.50
214533,260,23.50
214677,262,23.50
214822,260,23.50
214966,261,23.50
215111,260,23.50
215255,260,23.50
215399,261,23.50
215544,261,23.50
215688,260,23.50
215833,260,23.50
215977,261,23.50
216122,260,23.50
216266,260,23.50
216411,260,23.50
216555,260,23.50
216700,260,23.50
216844,261,23.50
216988,260,23.50
217133,261,23.50
217277,262,23.50
217423,260,23.50
217568,259,23.50
217712,260,23.50
217857,262,23.50
218001,260,23.50
218145,260,23.50
218290,260,23.50
218437,262,23.50
218582,261,23.50
218726,259,23.50
218871,260,23.50
219015,261,23.50
219159,261,23.50
219304,261,23.50
219448,260,23.50
219593,260,23.50
219737,261,23.50
219881,260,23.50
220026,260,23.50
220170,260,23.50
220315,261,23.50
220459,260,23.50
220603,260,23.50
220748,261,23.50
220892,261,23.50
221037,260,23.50
221181,261,23.50
221326,260,23.50
221472,260,23.50
221616,261,23.50
221761,260,23.50
221905,261,23.50
222050,261,23.50
222194,260,23.50
222338,261,23.50
222483,261,23.50
222630,262,23.50
222774,261,23.50
222919,260,23.50
223063,261,23.50
223208,260,23.50
223352,261,23.50
223497,261,23.50
223641,261,23.50
223786,261,23.50
223930,261,23.50
224074,262,23.50
224219,260,23.50
224363,260,23.50
224507,260,23.50
224652,261,23.50
224796,261,23.50
224941,260,23.50
225085,261,23.50
225230,260,23.50
225376,260,23.50
225520,260,23.50
225665,261,23.50
225809,262,23.50
225954,260,23.50
226098,260,23.50
226242,260,23.50
226387,259,23.50
226531,261,23.50
226678,261,23.50
226823,261,23.50
226967,260,23.50
227111,261,23.50
227256,259,23.50
227400,261,23.50
227545,261,23.50
227689,260,23.50
227834,260,23.50
227978,260,23.50
228123,260,23.50
228267,259,23.50
228411,260,23.50
228556,261,23.50
228700,261,23.50
228845,261,23.50
228989,262,23.50
229133,261,23.50
229278,260,23.50
229424,260,23.50
229568,261,23.50
229713,260,23.50
229857,260,23.50
230002,261,23.50
230146,262,23.50
230291,260,23.50
230435,261,23.50
230579,260,23.50
230724,261,23.50
230871,260,23.50
231015,260,23.50
231160,261,23.50
231304,261,23.50
231449,260,23.50
231593,261,23.50
231737,261,23.50
231882,260,23.50
232026,261,23.50
232171,261,23.50
232315,260,23.50
232460,260,23.50
232604,260,23.50
232749,260,23.50
232893,260,23.50
233037,260,23.50
233182,262,23.50
233328,262,23.50
233472,260,23.50
233617,260,23.50
233761,260,23.50
233906,261,23.50
234050,260,23.50
234195,260,23.50
234339,260,23.50
234484,260,23.50
234628,261,23.50
234773,260,23.50
234920,260,23.50
235064,261,23.50
235209,261,23.50
235353,260,23.50
235497,261,24.00
235642,261,23.50
235786,259,23.50
235931,260,23.50
236075,261,23.50
236219,260,24.00
236364,261,23.50
236508,261,23.50
236653,261,23.50
236797,260,23.50
236942,260,23.50
237086,260,23.50
237231,260,23.50
237377,261,23.50
237521,260,23.50
237666,260,23.50
237810,260,23.50
237954,261,23.50
238099,261,23.50
238243,260,24.00
238388,261,24.00
238532,260,23.50
238677,260,23.50
238821,261,23.50
238968,261,23.50
239112,260,23.50
239257,261,23.50
239401,261,24.00
239545,260,24.00
239690,261,23.50
239834,261,23.50
239978,261,24.00
240123,261,23.50
240267,260,23.50
240411,261,23.50
240555,261,23.50
240700,262,23.50
240844,260,23.50
240988,261,23.50
241133,260,24.00
241279,261,24.00
241423,260,23.50
241567,260,23.50
241712,260,23.50
241856,261,24.00
242000,260,23.50
242145,260,23.50
242289,262,24.00
242433,260,24.00
242578,260,24.00
242722,261,23.50
242866,261,24.00
243010,261,24.00
243157,261,23.50
243302,260,24.00
243446,260,24.00
243590,261,24.00
243735,260,24.00
243879,261,24.00
244023,261,24.00
244168,260,24.00
244312,261,23.50
244456,261,23.50
244600,260,24.00
244745,260,24.00
244889,261,24.00
245033,260,24.00
245178,261,24.00
245324,261,24.00
245468,260,24.00
245612,260,24.00
245757,261,24.00
245901,260,24.00
246045,261,23.50
246190,261,23.50
246334,260,24.00
246478,261,24.00
246622,261,24.00
246767,261,24.00
246911,261,24.00
247055,261,23.50
247202,261,24.00
247347,260,24.00
247491,261,24.00
247636,260,24.00
247780,261,24.00
247924,259,24.00
248069,261,24.00
248213,261,24.00
248358,261,24.00
248502,260,24.00
248647,261,24.00
248791,260,24.00
248935,260,24.00
249080,261,24.00
249224,261,24.00
249370,261,24.00
249515,260,24.00
249659,260,24.00
249804,260,24.00
249948,260,24.00
250093,261,24.00
250237,261,24.00
250381,261,24.00
250526,261,24.00
250670,261,24.00
250815,260,24.00
250959,261,24.00
251104,261,24.00
251248,261,24.00
251395,260,24.00
251540,260,24.00
251684,260,24.00
251828,260,24.00
251973,261,24.00
252117,260,24.00
252262,261,24.00
252406,261,24.00
252551,261,24.00
252695,261,24.00
252840,261,24.00
252984,260,24.00
253128,261,24.00
253275,261,24.00
253419,260,24.00
253563,260,24.00
253708,260,24.00
253852,261,24.00
253997,261,24.00
254141,260,24.00
254285,260,24.00
254430,260,24.00
254574,259,24.00
254719,261,24.00
254863,261,24.00
255008,261,24.00
255152,261,24.00
255297,259,24.00
255444,260,24.00
255588,261,24.00
255733,260,24.00
255877,261,24.00
256021,260,24.00
256166,260,24.00
256310,260,24.00
256454,261,24.00
256599,261,24.00
256743,260,24.00
256888,261,24.00
257032,260,24.00
257177,261,24.00
257323,261,24.00
257467,261,24.00
257612,261,24.00
257756,260,24.00
257900,261,24.00
258045,261,24.00
258189,260,24.00
258334,260,24.00
258478,261,24.00
258622,260,24.00
258767,261,24.00
258911,261,24.00
259056,261,24.00
259200,261,24.00
259344,261,24.00
259489,260,24.00
259636,261,24.00
259781,261,24.00
259925,261,24.00
260069,260,24.00
260214,260,24.00
260358,260,24.00
260502,260,24.00
260647,261,24.00
260791,261,24.00
260936,261,24.00
261080,260,24.00
261226,261,24.00
261371,261,24.00
261515,261,24.00
261660,261,24.00
261804,260,24.00
261949,261,24.00
262093,260,24.00
262237,262,24.00
262382,260,24.00
262526,260,24.00
262671,260,24.00
262815,260,24.00
262959,261,24.00
263104,260,24.00
263248,261,24.00
263392,261,24.00
263537,260,24.00
263684,260,24.00
263828,260,24.00
263973,261,24.00
264117,261,24.00
264262,261,24.00
264406,261,24.00
264551,261,24.00
264695,262,24.00
264840,260,24.00
264984,259,24.00
265128,260,24.00
265275,260,24.00
265419,260,24.00
265563,261,24.00
265708,261,24.00
265852,261,24.00
265997,260,24.00
266141,259,24.00
266286,262,24.00
266430,261,24.00
266575,262,24.00
266719,261,24.00
266863,261,24.00
267008,261,24.00
267152,261,24.00
267297,260,24.00
267441,260,24.00
267585,261,24.00
267730,261,24.00
267877,261,24.00
268021,260,24.00
268166,261,24.00
268310,260,24.00
268455,260,24.00
268599,261,24.00
268744,260,24.00
268888,261,24.00
269033,260,24.00
269179,260,24.00
269323,260,24.00
269468,261,24.00
269612,260,24.00
269756,260,24.00
269901,261,24.00
270045,261,24.00
270190,262,24.00
270334,261,24.00
270479,260,24.00
270623,260,24.00
270767,261,24.00
270912,261,24.00
271056,261,24.00
271201,261,24.00
271345,260,24.00
271490,260,24.00
271634,261,24.00
271778,262,24.00
271925,261,24.00
272070,260,24.00
272214,260,24.00
272358,260,24.00
272503,261,24.00
272647,261,24.00
272791,260,24.00
272936,261,24.00
273080,260,24.00
273226,260,24.00
273370,261,24.00
273515,260,24.00
273659,261,24.00
273803,261,24.00
273948,260,24.00
274092,261,24.00
